[10May2025 00:09:42.763] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Zhair16 has made the advancement [Incendium]
[10May2025 00:09:42.766] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Zhair16 has made the advancement [We Need to Go Deeper]
[10May2025 00:10:10.832] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 46331ms or 926 ticks behind
[10May2025 00:10:13.173] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: KMRgamerotaku has made the advancement [Incendium]
[10May2025 00:10:13.173] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: KMRgamerotaku has made the advancement [We Need to Go Deeper]
[10May2025 00:10:15.011] [Worker-Main-9/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-6, -6], pos: MutableBlockPos{x=-93, y=118, z=-96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.392] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=57, z=-96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.393] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=56, z=-96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.393] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=58, z=-95}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.393] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=57, z=-95}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.394] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=56, z=-95}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.394] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=57, z=-101}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.397] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=56, z=-101}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.400] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=55, z=-101}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.400] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=57, z=-100}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.400] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=56, z=-100}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.400] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=55, z=-100}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=57, z=-99}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=56, z=-99}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=55, z=-99}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=57, z=-98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=56, z=-98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=55, z=-98}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=57, z=-97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=57, z=-97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-159, y=57, z=-97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.401] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=57, z=-96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.402] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=56, z=-96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.402] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-159, y=57, z=-96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.402] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-159, y=56, z=-96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.402] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=57, z=-95}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.402] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=56, z=-95}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.402] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=55, z=-95}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.402] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-159, y=57, z=-95}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.402] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-159, y=56, z=-95}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.402] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-159, y=55, z=-95}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.402] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-158, y=57, z=-95}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.402] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-158, y=56, z=-95}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.403] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-158, y=55, z=-95}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.403] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=57, z=-94}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.403] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=56, z=-94}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.403] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=55, z=-94}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.403] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-159, y=57, z=-94}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.403] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-159, y=56, z=-94}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.403] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-159, y=55, z=-94}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.408] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=57, z=-93}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.408] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=56, z=-93}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.408] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=55, z=-93}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.408] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-159, y=57, z=-93}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.408] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-159, y=56, z=-93}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.409] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-159, y=55, z=-93}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.409] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-159, y=57, z=-104}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.409] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=58, z=-103}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.409] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=57, z=-103}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.409] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=56, z=-103}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.409] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=57, z=-95}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.409] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=56, z=-95}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.409] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -6], pos: MutableBlockPos{x=-160, y=55, z=-95}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.409] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=56, z=-103}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.409] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-159, y=56, z=-103}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.409] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-159, y=55, z=-103}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.410] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-159, y=54, z=-103}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.410] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=56, z=-102}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.410] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=55, z=-102}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:43.410] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -7], pos: MutableBlockPos{x=-160, y=54, z=-102}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:44.222] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -3], pos: MutableBlockPos{x=-176, y=125, z=-48}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:44.222] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, -3], pos: MutableBlockPos{x=-177, y=125, z=-48}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:44.222] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -3], pos: MutableBlockPos{x=-176, y=125, z=-48}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:44.222] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, -3], pos: MutableBlockPos{x=-182, y=126, z=-48}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:44.420] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -2], pos: MutableBlockPos{x=-160, y=86, z=-25}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:44.420] [Worker-Main-73/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -2], pos: MutableBlockPos{x=-157, y=85, z=-29}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:47.161] [Worker-Main-94/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -14], pos: MutableBlockPos{x=-154, y=89, z=-223}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:48.011] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, -9], pos: MutableBlockPos{x=-178, y=42, z=-143}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/fire]
[10May2025 00:10:50.656] [Worker-Main-89/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-10, -15], pos: MutableBlockPos{x=-154, y=31, z=-240}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:55.197] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -11], pos: MutableBlockPos{x=-207, y=42, z=-176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:55.216] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -12], pos: MutableBlockPos{x=-209, y=80, z=-188}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:55.216] [Worker-Main-92/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, -12], pos: MutableBlockPos{x=-210, y=79, z=-188}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[10May2025 00:10:57.973] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=31, z=-105}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.973] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=31, z=-104}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.974] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=30, z=-104}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.974] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=31, z=-103}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.974] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=30, z=-103}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.974] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-175, y=31, z=-103}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.974] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-175, y=30, z=-103}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.974] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=31, z=-102}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.974] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=30, z=-102}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.974] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=31, z=-101}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.974] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=30, z=-101}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.974] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=31, z=-101}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.974] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=30, z=-101}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.974] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=29, z=-101}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.974] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=31, z=-100}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.974] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=30, z=-100}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[10May2025 00:10:57.974] [Worker-Main-95/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-11, -7], pos: MutableBlockPos{x=-176, y=29, z=-100}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
